commit_hash,message,parents,is_merge,modified_files,Rectifier_Needed,LLM_Prediction,Rectified_Message
cc593b316c7b61b4d37ae81282fa6898b59d5879,FIX test,['6bb856bfddcc63dcec302b6f8145dadc04279af5'],False,['test/test_unicode.py'],Yes,Yes,Bug fix: FIX test
5db8084a3d88868632a6d1d0abed665782c103ce,FIX: fix issue #113 reported by @reza1615,['cc593b316c7b61b4d37ae81282fa6898b59d5879'],False,"['memory_profiler.py', 'test/test_unicode.py']",Yes,Yes,Bug fix: FIX: fix issue #113 reported by @reza1615
f836d57d50b416af9fd124c4acecf9a57f8b9ea6,FIX: unicode for Python3,['5db8084a3d88868632a6d1d0abed665782c103ce'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX: unicode for Python3
e496c5d9430f3675e89a186e855c99c34d096e61,ENH: allow memit magic to return a result object,['f836d57d50b416af9fd124c4acecf9a57f8b9ea6'],False,['memory_profiler.py'],No,No,ENH: allow memit magic to return a result object
5eef560b0ddf74446760baadddd27d4e0b987fe1,ENH: added quiet as well,['e496c5d9430f3675e89a186e855c99c34d096e61'],False,['memory_profiler.py'],No,No,ENH: added quiet as well
0c5f6f736178ae7124e0ade4ae9843f2d97f4634,Addressing @superbobry's comments,['5eef560b0ddf74446760baadddd27d4e0b987fe1'],False,['memory_profiler.py'],No,No,Addressing @superbobry's comments
aa8b30cfee6e34056f6eac1b6b2eefaccf90cbfd,"Merge pull request #116 from wasade/returnable_memit

Allow %memit to return a result object and to be quiet","['f836d57d50b416af9fd124c4acecf9a57f8b9ea6', '0c5f6f736178ae7124e0ade4ae9843f2d97f4634']",True,[],No,No,"Merge pull request #116 from wasade/returnable_memit

Allow %memit to return a result object and to be quiet"
86acef852c15e071ddbda5e4619c1de220fcb0a7,"ENH added optional ``tracemalloc`` backend

It is now possible to use ``tracemalloc`` to analyze memory usage Python
code on Python 3.4 and above. ``tracemalloc`` allows for more precise
measurements compared to ``psutil``. However, it only works either for
pure Python code or for C extensions allocating memory via ``PyMem_Alloc``.

To use the new backend code run ``memory_profiler`` with ``--backend``
option, e.g.

    $ python -m memory_profiler --backend=tracemalloc script.py

Also if you use ``memory_profiler`` with imported decorator you can specify
backend as an argument to the decorator function:

    @profile(backend='tracemalloc')
    def f(n):
        a = [0] * n
        return a

``backend`` parameter to ``@profile`` has priority over ``--backend``.

Note that using ``tracemalloc`` in ``mprof`` and IPython magic is not
supported at the moment.",['aa8b30cfee6e34056f6eac1b6b2eefaccf90cbfd'],False,"['memory_profiler.py', 'mprof', 'test/test_tracemalloc.py']",No,No,"ENH added optional ``tracemalloc`` backend

It is now possible to use ``tracemalloc`` to analyze memory usage Python
code on Python 3.4 and above. ``tracemalloc`` allows for more precise
measurements compared to ``psutil``. However, it only works either for
pure Python code or for C extensions allocating memory via ``PyMem_Alloc``.

To use the new backend code run ``memory_profiler`` with ``--backend``
option, e.g.

    $ python -m memory_profiler --backend=tracemalloc script.py

Also if you use ``memory_profiler`` with imported decorator you can specify
backend as an argument to the decorator function:

    @profile(backend='tracemalloc')
    def f(n):
        a = [0] * n
        return a

``backend`` parameter to ``@profile`` has priority over ``--backend``.

Note that using ``tracemalloc`` in ``mprof`` and IPython magic is not
supported at the moment."
9e83dfc23236306c0279190fd97ed59135bebece,FIX little fix for Python 3.3-,['86acef852c15e071ddbda5e4619c1de220fcb0a7'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX little fix for Python 3.3-
30a1617b636e9ae470705d433f76a34094716521,FIX added a workaround for ``OrderedDict.move_to_end``,['9e83dfc23236306c0279190fd97ed59135bebece'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX added a workaround for ``OrderedDict.move_to_end``
d0c8a3943ffeee25d96b7d65e158fe405728ba4c,FIX added a choosing backend in memory_usage function,['30a1617b636e9ae470705d433f76a34094716521'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX added a choosing backend in memory_usage function
361c75133663bbf31a40d00f5614916fc5bde1a2,FIX choosing backend in ``profile`` decorator fixed,['d0c8a3943ffeee25d96b7d65e158fe405728ba4c'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX choosing backend in ``profile`` decorator fixed
fc44641d566e58f3274421eb6a1c10718dd67e64,TEST added test for ``tracemalloc``,['361c75133663bbf31a40d00f5614916fc5bde1a2'],False,"['Makefile', 'test/test_tracemalloc.py']",No,No,TEST added test for ``tracemalloc``
e0b37a5336ca9b22978d7d4966cf8bd5c5bddb99,FIX line length according to PEP8,['fc44641d566e58f3274421eb6a1c10718dd67e64'],False,"['memory_profiler.py', 'test/test_tracemalloc.py']",Yes,Yes,Bug fix: FIX line length according to PEP8
4565b8f559f931473f495e96130250da418a3179,FIX global variable _backend_choosen removed,['e0b37a5336ca9b22978d7d4966cf8bd5c5bddb99'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX global variable _backend_choosen removed
636b3448d272b2b66a509ae16ad210471bd87f58,FIX string format changed to support Python 2,['4565b8f559f931473f495e96130250da418a3179'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX string format changed to support Python 2
0d956a1df6d1ebc5353e6ac0f54265028a27b59d,multiprocessing example,['aa8b30cfee6e34056f6eac1b6b2eefaccf90cbfd'],False,"['.gitignore', 'examples/multiprocessing_example.py']",No,No,multiprocessing example
a846fa63db2c32e0b6ce1db70176fb4e268bbdfc,child process memory now recorded seperately in mpmprof,['0d956a1df6d1ebc5353e6ac0f54265028a27b59d'],False,"['memory_profiler.py', 'mpmprof']",No,No,child process memory now recorded seperately in mpmprof
e32679b9c91c66e3eaf9ebfe6882cbf7410233b6,plot function for mpmproc,['a846fa63db2c32e0b6ce1db70176fb4e268bbdfc'],False,['mpmprof'],No,No,plot function for mpmproc
4a268812c97ce2b550d38b7812fc6eabec16a858,FIX ``_backend_chosen`` variable deleted from everywhere,['636b3448d272b2b66a509ae16ad210471bd87f58'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX ``_backend_chosen`` variable deleted from everywhere
eba604c1ab7dec31dd561329b79efa7fd45fbeda,FIX TODO's removed,['4a268812c97ce2b550d38b7812fc6eabec16a858'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX TODO's removed
946aa5e006916fb752b3060dbc83b68790e0762b,FIX OrderedDict changed to list in ``choose_backend`` function,['eba604c1ab7dec31dd561329b79efa7fd45fbeda'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX OrderedDict changed to list in ``choose_backend`` function
03411e9a5e77452df1eda2091101c76958bcf0da,remove global variable _backend,['946aa5e006916fb752b3060dbc83b68790e0762b'],False,['memory_profiler.py'],No,No,remove global variable _backend
62b8560a48f0cee39c231bdb1126c70c3a9fef92,ValueError was too much. Use warning instead.,['03411e9a5e77452df1eda2091101c76958bcf0da'],False,['memory_profiler.py'],No,No,ValueError was too much. Use warning instead.
ac3ab35cc81de8c7c8307d61521cfd983e3d833c,Update acknowledgements,['62b8560a48f0cee39c231bdb1126c70c3a9fef92'],False,['README.rst'],Yes,Yes,Update applied: Update acknowledgements
036bd76bcb721fdddec0a8f780bef86c07180547,bug fixes,['ac3ab35cc81de8c7c8307d61521cfd983e3d833c'],False,['memory_profiler.py'],Yes,Yes,Bug fix: bug fixes
925a587c1f86fdde3ceb8887fe23792c9350f9e9,cosmetic,['036bd76bcb721fdddec0a8f780bef86c07180547'],False,['memory_profiler.py'],No,No,cosmetic
386a0bfd0f4532d887b800bce928e559c30137c9,Bug fixes,['925a587c1f86fdde3ceb8887fe23792c9350f9e9'],False,['memory_profiler.py'],Yes,Yes,Bug fix: Bug fixes
5a92a5f7ae7d90d7bd561ce5e66d7bde81855d03,bug fixes,['386a0bfd0f4532d887b800bce928e559c30137c9'],False,['memory_profiler.py'],Yes,Yes,Bug fix: bug fixes
987e621c6a94299bb0eed01ce7f6b39dda16b8f7,cosmetic,['5a92a5f7ae7d90d7bd561ce5e66d7bde81855d03'],False,['memory_profiler.py'],No,No,cosmetic
ac1193c43efcde3d403e4cf037d2eae7ff398ba6,"Merge pull request #119 from fabianp/demiurg906-tracemalloc-backend

some improvements over @demiurg906's pull request","['aa8b30cfee6e34056f6eac1b6b2eefaccf90cbfd', '987e621c6a94299bb0eed01ce7f6b39dda16b8f7']",True,[],Yes,Yes,"Improvement: Merge pull request #119 from fabianp/demiurg906-tracemalloc-backend

some improvements over @demiurg906's pull request"
237492a61ec5a302f64d63cdf70ccb4ed9d0d354,"More user friendly error message

This is helpful as if tkinter is not installed the ImportError is caught
here and although the user has installed matplotlib the error message
says matplotlib is needed.
So this small change fixes this.",['ac1193c43efcde3d403e4cf037d2eae7ff398ba6'],False,['mprof'],Yes,Yes,"Bug fix: More user friendly error message

This is helpful as if tkinter is not installed the ImportError is caught
here and although the user has installed matplotlib the error message
says matplotlib is needed.
So this small change fixes this."
4e8089d577683d9db94b3d2da70b8554b613eef9,More general solution,['237492a61ec5a302f64d63cdf70ccb4ed9d0d354'],False,['mprof'],No,No,More general solution
e0ca6031136b3a5ab9cbb964eda184f61ed9bc57,"Merge pull request #120 from Thalmann/master

More user friendly error message","['ac1193c43efcde3d403e4cf037d2eae7ff398ba6', '4e8089d577683d9db94b3d2da70b8554b613eef9']",True,[],No,No,"Merge pull request #120 from Thalmann/master

More user friendly error message"
bf31b8c8d6aa6e1137296fb0d5f606c946bec636,MANIFEST.in: Include the license file.,['e0ca6031136b3a5ab9cbb964eda184f61ed9bc57'],False,['MANIFEST.in'],No,No,MANIFEST.in: Include the license file.
271e17399f4978715edd956d4ff6d2525c83439b,"Merge pull request #124 from jakirkham/inc_license

Include the license file","['e0ca6031136b3a5ab9cbb964eda184f61ed9bc57', 'bf31b8c8d6aa6e1137296fb0d5f606c946bec636']",True,[],No,No,"Merge pull request #124 from jakirkham/inc_license

Include the license file"
861f53116529d32d0f669e3eec9686e3a519c0c4,"Better error message for mprof run

thanks to @anntzer for reporting!",['271e17399f4978715edd956d4ff6d2525c83439b'],False,['mprof'],No,No,"Better error message for mprof run

thanks to @anntzer for reporting!"
fe3027f4099de7e69053b5b6729d660b3059c431,"Fix 1 typo in the comments of function mem_usage

Very helpful program, thanks!",['861f53116529d32d0f669e3eec9686e3a519c0c4'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: Fix 1 typo in the comments of function mem_usage

Very helpful program, thanks!"
a6d4ea45d7a21f30c6adb37985792b06394ca25a,"Merge pull request #126 from tarvos21/master

Fix 1 typo in the comments of function mem_usage","['861f53116529d32d0f669e3eec9686e3a519c0c4', 'fe3027f4099de7e69053b5b6729d660b3059c431']",True,[],Yes,Yes,"Bug fix: Merge pull request #126 from tarvos21/master

Fix 1 typo in the comments of function mem_usage"
a9e5a026a1c5a588ce0c51101af966980b9e3311,Fix for issue #71,['a6d4ea45d7a21f30c6adb37985792b06394ca25a'],False,['memory_profiler.py'],Yes,Yes,Bug fix: Fix for issue #71
4fe1d5725fbc01d32ce0bfb1781b449fef7b6049,Fix issue #131,['a9e5a026a1c5a588ce0c51101af966980b9e3311'],False,['memory_profiler.py'],Yes,Yes,Bug fix: Fix issue #131
d38c3c59cee8d899ce2b414e277afa293d6b57cd,0.42 release,['4fe1d5725fbc01d32ce0bfb1781b449fef7b6049'],False,['memory_profiler.py'],No,No,0.42 release
1c38945944749e7005e09db6eb90d245c117f818,Catch the right exception for issue #71,['d38c3c59cee8d899ce2b414e277afa293d6b57cd'],False,['memory_profiler.py'],No,No,Catch the right exception for issue #71
bed17eaaf18d2dc114a5c3c635f63cb7512d0e8e,release 0.43,['1c38945944749e7005e09db6eb90d245c117f818'],False,['memory_profiler.py'],No,No,release 0.43
bdf9995643ae14606e0fbeb1d82b9e5f94c9b48b,merge with upstream,"['e32679b9c91c66e3eaf9ebfe6882cbf7410233b6', 'bed17eaaf18d2dc114a5c3c635f63cb7512d0e8e']",True,[],No,No,merge with upstream
aab15edbc9f45968f1faf54a92a539b7a8a946bb,merge mpmprof into mprof,['bdf9995643ae14606e0fbeb1d82b9e5f94c9b48b'],False,"['examples/multiprocessing_example.py', 'memory_profiler.py', 'mpmprof', 'mprof']",No,No,merge mpmprof into mprof
f1cee23af020607ff0c76f23db7f902752dd8d6a,added max child usage marker and update readme,['aab15edbc9f45968f1faf54a92a539b7a8a946bb'],False,"['README.rst', 'mprof']",Yes,Yes,Update applied: added max child usage marker and update readme
099c5c88f1731e971094d7a0da6b02103ab8e479,fixed image,['f1cee23af020607ff0c76f23db7f902752dd8d6a'],False,['README.rst'],Yes,Yes,Bug fix: fixed image
9c62f0a99ecd9b63547ad37fcae2583fa6874b07,return child as nested list from memory_usage,['099c5c88f1731e971094d7a0da6b02103ab8e479'],False,"['README.rst', 'memory_profiler.py']",No,No,return child as nested list from memory_usage
d333fdac11e2ca17179d602e94de81ab7d6dfca7,minor update to readme,['9c62f0a99ecd9b63547ad37fcae2583fa6874b07'],False,['README.rst'],Yes,Yes,Update applied: minor update to readme
52c5788f7e47c748a3c9db15d16a763442c34fe1,launch multiprocessing programs without in python mode,['d333fdac11e2ca17179d602e94de81ab7d6dfca7'],False,"['examples/multiprocessing_example.py', 'mprof']",No,No,launch multiprocessing programs without in python mode
4ea1d2b08b7c9772ee133df6ae8d607fc0b87c52,cleanup redundant code,['52c5788f7e47c748a3c9db15d16a763442c34fe1'],False,['mprof'],No,No,cleanup redundant code
8a81c2218e96235527feb2cc733867d31f1d7c1e,new release,['4ea1d2b08b7c9772ee133df6ae8d607fc0b87c52'],False,['memory_profiler.py'],No,No,new release
fe430ffdfab6f755eebd5b386f9628e4a3c78618,FIX: run without the python keyword,['8a81c2218e96235527feb2cc733867d31f1d7c1e'],False,['mprof'],Yes,Yes,Bug fix: FIX: run without the python keyword
9f4fc0710405db3a22020e83d855b9c361c8b9fe,new release,['fe430ffdfab6f755eebd5b386f9628e4a3c78618'],False,['memory_profiler.py'],No,No,new release
f61af67938809e1cff8eeb313876cc47ab8f4dd4,make compatible with python 2.6,['9f4fc0710405db3a22020e83d855b9c361c8b9fe'],False,"['memory_profiler.py', 'test/test_gen.py']",No,No,make compatible with python 2.6
cd0f00d3de5896f701cba7e56115719f7b3b6a56,test_ipython does not exist,['f61af67938809e1cff8eeb313876cc47ab8f4dd4'],False,['Makefile'],No,No,test_ipython does not exist
ddc8f9c7da01b62ce365dc155e295006fb060765,Merge branch 'jun66j5-py26-compat',"['9f4fc0710405db3a22020e83d855b9c361c8b9fe', 'cd0f00d3de5896f701cba7e56115719f7b3b6a56']",True,[],No,No,Merge branch 'jun66j5-py26-compat'
dd33068184dedebc58fcf8f9f19230d9a66f8acf,"Fix idx out of range

Mod operator precedes add",['ddc8f9c7da01b62ce365dc155e295006fb060765'],False,['mprof'],Yes,Yes,"Bug fix: Fix idx out of range

Mod operator precedes add"
7675442697233fccc01ec4dc4634d8ffff34ae3f,"Merge pull request #142 from skinnyh/skinnyh-patch-1

Fix idx out of range","['ddc8f9c7da01b62ce365dc155e295006fb060765', 'dd33068184dedebc58fcf8f9f19230d9a66f8acf']",True,[],Yes,Yes,"Bug fix: Merge pull request #142 from skinnyh/skinnyh-patch-1

Fix idx out of range"
6b7335053d16c4d40b626d4d306704538f1f885b,"mprof: use sys.executable instead of system-wide python

Thanks @acs @superbobry!",['7675442697233fccc01ec4dc4634d8ffff34ae3f'],False,['mprof'],No,No,"mprof: use sys.executable instead of system-wide python

Thanks @acs @superbobry!"
4ee712608cb9307d7fc9e5b495d496f991313d7d,0.46 release,['6b7335053d16c4d40b626d4d306704538f1f885b'],False,['memory_profiler.py'],No,No,0.46 release
f9287016f54209c28a83122e117b9b2a49b530db,mprof: use sys.executable instead of system-wide python (take 2),['4ee712608cb9307d7fc9e5b495d496f991313d7d'],False,['mprof'],No,No,mprof: use sys.executable instead of system-wide python (take 2)
962ae2a5a2fb97dcd10d47be072887ce13abbced,Better description for mprof plot,['f9287016f54209c28a83122e117b9b2a49b530db'],False,['mprof'],No,No,Better description for mprof plot
3801038cb6e2725a6193cfad3415c35a7de51e8b,new release 0.47,['962ae2a5a2fb97dcd10d47be072887ce13abbced'],False,['memory_profiler.py'],No,No,new release 0.47
5005a6244bf29b9bfb1255682d19a98c1f409443,"BF: Capture return value of `choose_backend`

Without this fix, I get `NameError: name '_backend' is not defined` when calling `exec_with_profiler` directly",['962ae2a5a2fb97dcd10d47be072887ce13abbced'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: BF: Capture return value of `choose_backend`

Without this fix, I get `NameError: name '_backend' is not defined` when calling `exec_with_profiler` directly"
598784833285195ac1a45356aa7ce9705b5219ad,"Merge pull request #147 from arokem/patch-1

BF: Capture return value of `choose_backend`","['962ae2a5a2fb97dcd10d47be072887ce13abbced', '5005a6244bf29b9bfb1255682d19a98c1f409443']",True,[],No,No,"Merge pull request #147 from arokem/patch-1

BF: Capture return value of `choose_backend`"
46be3704c21c4a9bee0f746094762a1b6948840b,Matplotlib backend option,['598784833285195ac1a45356aa7ce9705b5219ad'],False,['mprof'],No,No,Matplotlib backend option
1eff08e9150429ee07efe475d9d8790b9db02377,"Merge pull request #150 from rth/agg-backend

Allow to define a custom matplolib backend for plotting","['598784833285195ac1a45356aa7ce9705b5219ad', '46be3704c21c4a9bee0f746094762a1b6948840b']",True,[],No,No,"Merge pull request #150 from rth/agg-backend

Allow to define a custom matplolib backend for plotting"
5f3906a987db109db9d73767996b89f40ba32619,https://github.com/fabianp/memory_profiler/issues/152,['1eff08e9150429ee07efe475d9d8790b9db02377'],False,['memory_profiler.py'],No,No,https://github.com/fabianp/memory_profiler/issues/152
fde9234d01d4edc124d14bb561ac21049096ee3c,Using has_psutil,['5f3906a987db109db9d73767996b89f40ba32619'],False,['memory_profiler.py'],No,No,Using has_psutil
2cd53678065bf81ab018503f046054d746f9a8a2,Python 3 SyntaxError for print,['fde9234d01d4edc124d14bb561ac21049096ee3c'],False,['memory_profiler.py'],No,No,Python 3 SyntaxError for print
091d314389211dce5191a095443e28b9c3b16c01,Feedback,['2cd53678065bf81ab018503f046054d746f9a8a2'],False,['memory_profiler.py'],No,No,Feedback
995980b788860778cea995eb01008fd39240c6de,"Test: add non-regression test for handling of exceptions.

Also, make memory_profiler return in case of exception
instead of shutting down the full program.",['091d314389211dce5191a095443e28b9c3b16c01'],False,"['Makefile', 'README.rst', 'memory_profiler.py', 'test/test_exception.py']",No,No,"Test: add non-regression test for handling of exceptions.

Also, make memory_profiler return in case of exception
instead of shutting down the full program."
f9fe75c67ebd48656fa5a9073d1e9a3e3df603f3,Merge branch 'mhaseebtariq-master',"['3801038cb6e2725a6193cfad3415c35a7de51e8b', '995980b788860778cea995eb01008fd39240c6de']",True,[],No,No,Merge branch 'mhaseebtariq-master'
1432dda4cd9793dd7fbfb984d9d7f0f564805763,Remove unused variable,['f9fe75c67ebd48656fa5a9073d1e9a3e3df603f3'],False,['memory_profiler.py'],No,No,Remove unused variable
456388bdb22da0d9cde2b5c418daf5f4aa2a385e,correct spelling mistake,['1432dda4cd9793dd7fbfb984d9d7f0f564805763'],False,['memory_profiler.py'],No,No,correct spelling mistake
2b4a86b6d05e29d9b4659d5e23dea33ef73b4a43,"Merge pull request #157 from EdwardBetts/spelling

correct spelling mistake","['1432dda4cd9793dd7fbfb984d9d7f0f564805763', '456388bdb22da0d9cde2b5c418daf5f4aa2a385e']",True,[],No,No,"Merge pull request #157 from EdwardBetts/spelling

correct spelling mistake"
176743215545c2384e8a6e29b64a0b1dd21d1543,Fix typo in readme,['2b4a86b6d05e29d9b4659d5e23dea33ef73b4a43'],False,['README.rst'],Yes,Yes,Bug fix: Fix typo in readme
e2a97b936de6c4c8473c74cdd800c7271435934e,"Merge pull request #160 from ajyoon/patch-1

Fix typo in readme","['2b4a86b6d05e29d9b4659d5e23dea33ef73b4a43', '176743215545c2384e8a6e29b64a0b1dd21d1543']",True,[],Yes,Yes,"Bug fix: Merge pull request #160 from ajyoon/patch-1

Fix typo in readme"
a3c4b58ca3f9a18559f7ef6fea1651c72f06ef1c,"WIP: Make psutil required

Now the import does not work, needs fixing.",['e2a97b936de6c4c8473c74cdd800c7271435934e'],False,"['README.rst', 'memory_profiler.py', 'setup.py']",Yes,Yes,"Bug fix: WIP: Make psutil required

Now the import does not work, needs fixing."
5abb5b2956b7b1767e41c525aba9c3a1bd4a4257,"Single source package version

I admit the approach is complex... But it is the only
reliable way to do it with a single file.",['a3c4b58ca3f9a18559f7ef6fea1651c72f06ef1c'],False,['setup.py'],No,No,"Single source package version

I admit the approach is complex... But it is the only
reliable way to do it with a single file."
bdbaaea6b1f33a788f7727b6e7d1e7f78f9084aa,Bump version,['5abb5b2956b7b1767e41c525aba9c3a1bd4a4257'],False,['memory_profiler.py'],No,No,Bump version
0c83aff9043fd5addab25b3e3804995adab14c6b,Cleanup,['bdbaaea6b1f33a788f7727b6e7d1e7f78f9084aa'],False,['setup.py'],No,No,Cleanup
4fb941e880357adb6e7778e5c12c11bee109c87d,Use Travis container infrastructure,['0c83aff9043fd5addab25b3e3804995adab14c6b'],False,['.travis.yml'],No,No,Use Travis container infrastructure
15a7e1270595185e7c7732230faaea8527a9be19,"Merge pull request #168 from Juanlu001/require-psutil

Require psutil","['e2a97b936de6c4c8473c74cdd800c7271435934e', '4fb941e880357adb6e7778e5c12c11bee109c87d']",True,[],No,No,"Merge pull request #168 from Juanlu001/require-psutil

Require psutil"
947a25a4a73f34c7b798d6f850a6f6d81679e213,memory calculation with deltas,['15a7e1270595185e7c7732230faaea8527a9be19'],False,"['delta_memory_test.py', 'memory_profiler.py']",No,No,memory calculation with deltas
e0668c59205f77d1879a39c7e87f11771eab9374,Restore encoding,['947a25a4a73f34c7b798d6f850a6f6d81679e213'],False,['memory_profiler.py'],No,No,Restore encoding
6617d0e93830ed3082d8cd0ba59382f9fbe1cb88,"Merge pull request #166 from Juanlu001/memory-deltas-redux

Memory calculation with deltas","['15a7e1270595185e7c7732230faaea8527a9be19', 'e0668c59205f77d1879a39c7e87f11771eab9374']",True,[],No,No,"Merge pull request #166 from Juanlu001/memory-deltas-redux

Memory calculation with deltas"
4c993784e66170f9508ca74a4179c96971fcecfb,Use pip instead of conda,['6617d0e93830ed3082d8cd0ba59382f9fbe1cb88'],False,['.travis.yml'],No,No,Use pip instead of conda
7eba9ed305c69370d08a31f368280eb700f0d30a,Test more Python versions,['4c993784e66170f9508ca74a4179c96971fcecfb'],False,['.travis.yml'],No,No,Test more Python versions
8adbf1694aef9408b898e11851f130f5d3d6dac4,Optionally test experimental Python versions,['7eba9ed305c69370d08a31f368280eb700f0d30a'],False,['.travis.yml'],No,No,Optionally test experimental Python versions
29702172bbea29b34e94743d2d44a2f9ba2ef63c,Add yours truly to README,['8adbf1694aef9408b898e11851f130f5d3d6dac4'],False,['README.rst'],No,No,Add yours truly to README
ea376e5d04e83c508df1206b14b118ccfb1023ff,Fix optional Python versions in Travis config,['29702172bbea29b34e94743d2d44a2f9ba2ef63c'],False,['.travis.yml'],Yes,Yes,Bug fix: Fix optional Python versions in Travis config
67e5fed8a5d2027a215a1e8dbf09d2cd030e8008,"Merge pull request #169 from Juanlu001/modernize-infrastructure

Modernize infrastructure","['6617d0e93830ed3082d8cd0ba59382f9fbe1cb88', 'ea376e5d04e83c508df1206b14b118ccfb1023ff']",True,[],No,No,"Merge pull request #169 from Juanlu001/modernize-infrastructure

Modernize infrastructure"
f36ef23c8c35ae92b5d2dcc796dfa3d5272e02be,replace deprecated optparse with argparse,['67e5fed8a5d2027a215a1e8dbf09d2cd030e8008'],False,"['memory_profiler.py', 'mprof']",No,No,replace deprecated optparse with argparse
6ee7a697f1e60d803c818787130d57fe82daf1c0,"Merge pull request #128 from skwbc/argparse

Replace deprecated optparse with argparse","['67e5fed8a5d2027a215a1e8dbf09d2cd030e8008', 'f36ef23c8c35ae92b5d2dcc796dfa3d5272e02be']",True,[],No,No,"Merge pull request #128 from skwbc/argparse

Replace deprecated optparse with argparse"
371fe944f88fc54bbc8f2631dbce7992030f21e1,Update links to new GitHub organization,['6ee7a697f1e60d803c818787130d57fe82daf1c0'],False,['README.rst'],Yes,Yes,Update applied: Update links to new GitHub organization
c5d2527d83db18e9fcc78d7ff6a53019072ef43b,"More robust tracking of subprocesses for macOS.

Ignore psutil.AccessDenied when trying to access children - root cause
is discussed in Issue 71.",['371fe944f88fc54bbc8f2631dbce7992030f21e1'],False,['memory_profiler.py'],No,No,"More robust tracking of subprocesses for macOS.

Ignore psutil.AccessDenied when trying to access children - root cause
is discussed in Issue 71."
6988f4974dbf4044df89d76138e8a1b212afa377,"Merge pull request #170 from sasaabuse/master

More robust tracking of subprocesses for macOS.","['371fe944f88fc54bbc8f2631dbce7992030f21e1', 'c5d2527d83db18e9fcc78d7ff6a53019072ef43b']",True,[],No,No,"Merge pull request #170 from sasaabuse/master

More robust tracking of subprocesses for macOS."
ba586d1d48b2d78663999c8c0b7dfa992b818152,Fix SIGKILL not available in Windows,['6988f4974dbf4044df89d76138e8a1b212afa377'],False,['memory_profiler.py'],Yes,Yes,Bug fix: Fix SIGKILL not available in Windows
a563dd0f4d752aebce7a6637e664a813e46df08c,"Fix mprof command not working in Windows

Adds mprof.bat to python scripts so the mprof command can be executed",['ba586d1d48b2d78663999c8c0b7dfa992b818152'],False,"['mprof.bat', 'setup.py']",Yes,Yes,"Bug fix: Fix mprof command not working in Windows

Adds mprof.bat to python scripts so the mprof command can be executed"
480ba0d6d8fd85e9c2962f3a44282e9873f2bce1,"Merge pull request #172 from bernizt/master

Fix missing SIGKILL signal and mprof command in Windows","['6988f4974dbf4044df89d76138e8a1b212afa377', 'a563dd0f4d752aebce7a6637e664a813e46df08c']",True,[],Yes,Yes,"Bug fix: Merge pull request #172 from bernizt/master

Fix missing SIGKILL signal and mprof command in Windows"
f030f779e0670198f15a495627991f7f2f0023aa,0.48 release,['480ba0d6d8fd85e9c2962f3a44282e9873f2bce1'],False,"['memory_profiler.py', 'test/test_func.py']",No,No,0.48 release
2588edf1a0139427d005ae9bcda93278ba183f5d,start 0.49 development cycle,['f030f779e0670198f15a495627991f7f2f0023aa'],False,['memory_profiler.py'],No,No,start 0.49 development cycle
2e355a6854b444b9ff9deb8a05db00ae56bd9b2a,"I inadvertedly changed this in f030f779, reverting",['2588edf1a0139427d005ae9bcda93278ba183f5d'],False,['test/test_func.py'],Yes,Yes,"Refactor/Change: I inadvertedly changed this in f030f779, reverting"
7e02ef4ea8a6138297f1c08d26f10dc98cd6f4b5,"Add mprof.bat to list of distribution files

This file would be missing when creating the source distribution
from a non-windows computer.",['a563dd0f4d752aebce7a6637e664a813e46df08c'],False,['MANIFEST.in'],No,No,"Add mprof.bat to list of distribution files

This file would be missing when creating the source distribution
from a non-windows computer."
2c7ed3124638fd89acd82e7331351fa09ab27e03,"Merge pull request #174 from bernizt/fix-broken-dist

Fix missing mprof.bat inside tar distribution","['2e355a6854b444b9ff9deb8a05db00ae56bd9b2a', '7e02ef4ea8a6138297f1c08d26f10dc98cd6f4b5']",True,[],Yes,Yes,"Bug fix: Merge pull request #174 from bernizt/fix-broken-dist

Fix missing mprof.bat inside tar distribution"
73b5a8dc287bb6dff9aae852f70929db920ec96b,0.49 release,['2e355a6854b444b9ff9deb8a05db00ae56bd9b2a'],False,['memory_profiler.py'],No,No,0.49 release
c9fcc8faf3c0c62fb7c8f8051baf0bce73afc6cd,start of 0.50 development cycle,['73b5a8dc287bb6dff9aae852f70929db920ec96b'],False,['memory_profiler.py'],No,No,start of 0.50 development cycle
d7da557166473b63774fa68895acb240fb99ca5c,Merge branch 'master' of github.com:pythonprofilers/memory_profiler,"['c9fcc8faf3c0c62fb7c8f8051baf0bce73afc6cd', '2c7ed3124638fd89acd82e7331351fa09ab27e03']",True,[],No,No,Merge branch 'master' of github.com:pythonprofilers/memory_profiler
